pop_idx,regime,rho,beta,N,T,sigma,jaccard
38,rec,0.1,0.1,1000,25,4.0,0.1680326530612255
38,partial,0.1,0.1,1000,25,4.0,0.551020408163264
38,no_rec,0.1,0.1,1000,25,4.0,0.0012081632653061234
39,rec,0.1,0.1,1000,25,4.0,0.1929469387755104
39,partial,0.1,0.1,1000,25,4.0,0.591673469387754
39,no_rec,0.1,0.1,1000,25,4.0,0.001044897959183674
40,rec,0.1,0.1,1000,25,4.0,0.1286204081632666
40,partial,0.1,0.1,1000,25,4.0,0.5190857142857142
40,no_rec,0.1,0.1,1000,25,4.0,0.0011102040816326538
41,rec,0.1,0.1,1000,25,4.0,0.11209795918367463
41,partial,0.1,0.1,1000,25,4.0,0.46174693877551226
41,no_rec,0.1,0.1,1000,25,4.0,0.0017306122448979603
42,rec,0.1,0.1,1000,25,4.0,0.16623673469387873
42,partial,0.1,0.1,1000,25,4.0,0.40486530612245286
42,no_rec,0.1,0.1,1000,25,4.0,0.0013061224489795927
43,rec,0.1,0.1,1000,25,4.0,0.15157551020408286
43,partial,0.1,0.1,1000,25,4.0,0.4275265306122481
43,no_rec,0.1,0.1,1000,25,4.0,0.0012081632653061232
44,rec,0.1,0.1,1000,25,4.0,0.13920000000000118
44,partial,0.1,0.1,1000,25,4.0,0.3843265306122489
44,no_rec,0.1,0.1,1000,25,4.0,0.0012081632653061234
45,rec,0.1,0.1,1000,25,4.0,0.12156734693877669
45,partial,0.1,0.1,1000,25,4.0,0.47771428571428676
45,no_rec,0.1,0.1,1000,25,4.0,0.0010448979591836743
46,rec,0.1,0.1,1000,25,4.0,0.11386122448979707
46,partial,0.1,0.1,1000,25,4.0,0.5759673469387729
46,no_rec,0.1,0.1,1000,25,4.0,0.0009142857142857147
47,rec,0.1,0.1,1000,25,4.0,0.16512653061224591
47,partial,0.1,0.1,1000,25,4.0,0.6650775510204078
47,no_rec,0.1,0.1,1000,25,4.0,0.0006530612244897964
48,rec,0.1,0.1,1000,25,4.0,0.16333061224489878
48,partial,0.1,0.1,1000,25,4.0,0.5518367346938758
48,no_rec,0.1,0.1,1000,25,4.0,0.0011428571428571436
49,rec,0.1,0.1,1000,25,4.0,0.16218775510204209
49,partial,0.1,0.1,1000,25,4.0,0.5156571428571433
49,no_rec,0.1,0.1,1000,25,4.0,0.0009142857142857149
0,rec,0.7,0.9,1000,25,4.0,0.0009469387755102049
0,partial,0.7,0.9,1000,25,4.0,0.22367346938775542
0,no_rec,0.7,0.9,1000,25,4.0,0.0008163265306122455
1,rec,0.7,0.9,1000,25,4.0,0.0009795918367346947
1,partial,0.7,0.9,1000,25,4.0,0.1783183673469406
1,no_rec,0.7,0.9,1000,25,4.0,0.0011102040816326538
2,rec,0.7,0.9,1000,25,4.0,0.001338775510204083
2,partial,0.7,0.9,1000,25,4.0,0.00391836734693877
2,no_rec,0.7,0.9,1000,25,4.0,0.0009142857142857149
3,rec,0.7,0.9,1000,25,4.0,0.0011428571428571438
3,partial,0.7,0.9,1000,25,4.0,0.13968979591836855
3,no_rec,0.7,0.9,1000,25,4.0,0.0010448979591836745
4,rec,0.7,0.9,1000,25,4.0,0.0008489795918367355
4,partial,0.7,0.9,1000,25,4.0,0.14256326530612323
4,no_rec,0.7,0.9,1000,25,4.0,0.0015020408163265318
5,rec,0.7,0.9,1000,25,4.0,0.0009795918367346947
5,partial,0.7,0.9,1000,25,4.0,0.18292244897959256
5,no_rec,0.7,0.9,1000,25,4.0,0.0009795918367346945
6,rec,0.7,0.9,1000,25,4.0,0.0010775510204081643
6,partial,0.7,0.9,1000,25,4.0,0.003102040816326533
6,no_rec,0.7,0.9,1000,25,4.0,0.001110204081632654
7,rec,0.7,0.9,1000,25,4.0,0.0007836734693877558
7,partial,0.7,0.9,1000,25,4.0,0.17995102040816416
7,no_rec,0.7,0.9,1000,25,4.0,0.0009795918367346945
8,rec,0.7,0.9,1000,25,4.0,0.0010775510204081643
8,partial,0.7,0.9,1000,25,4.0,0.0034938775510204093
8,no_rec,0.7,0.9,1000,25,4.0,0.001077551020408164
9,rec,0.7,0.9,1000,25,4.0,0.0010448979591836745
9,partial,0.7,0.9,1000,25,4.0,0.27284897959183624
9,no_rec,0.7,0.9,1000,25,4.0,0.0006530612244897961
10,rec,0.7,0.9,1000,25,4.0,0.0009469387755102049
